quick,1,1
quick,1001,22
quick,2001,36
quick,3001,58
quick,4001,66
quick,5001,83
quick,6001,121
quick,7001,115
quick,8001,160
quick,9001,168
quick,10001,188
quick,11001,171
quick,12001,178
quick,13001,239
quick,14001,208
quick,15001,273
quick,16001,268
quick,17001,310
quick,18001,327
quick,19001,294
quick,20001,361
quick,21001,325
quick,22001,392
quick,23001,400
quick,24001,388
quick,25001,404
quick,26001,427
quick,27001,400
quick,28001,439
quick,29001,461
quick,30001,471
quick,31001,471
quick,32001,571
quick,33001,474
quick,34001,491
quick,35001,589
quick,36001,558
quick,37001,487
quick,38001,481
quick,39001,476
quick,40001,500
quick,41001,535
quick,42001,613
quick,43001,619
quick,44001,666
quick,45001,654
quick,46001,673
quick,47001,568
quick,48001,695
quick,49001,631
quick,50001,681
quick,51001,744
quick,52001,715
quick,53001,668
quick,54001,865
quick,55001,767
quick,56001,797
quick,57001,781
quick,58001,814
quick,59001,727
quick,60001,728
quick,61001,675
quick,62001,1239
quick,63001,763
quick,64001,737
quick,65001,667
quick,66001,1058
quick,67001,774
quick,68001,1068
quick,69001,701
quick,70001,803
quick,71001,849
quick,72001,770
quick,73001,793
quick,74001,1133
quick,75001,809
quick,76001,774
quick,77001,1109
quick,78001,917
quick,79001,1198
quick,80001,845
quick,81001,863
quick,82001,914
quick,83001,709
quick,84001,799
quick,85001,810
quick,86001,759
quick,87001,691
quick,88001,953
quick,89001,773
quick,90001,833
quick,91001,1282
quick,92001,786
quick,93001,667
quick,94001,1103
quick,95001,702
quick,96001,809
quick,97001,858
quick,98001,948
quick,99001,819
quick,100001,971
quick,101001,901
quick,102001,925
quick,103001,1000
quick,104001,942
quick,105001,966
quick,106001,976
quick,107001,946
quick,108001,951
quick,109001,1045
quick,110001,955
quick,111001,1892
quick,112001,950
quick,113001,964
quick,114001,966
quick,115001,980
quick,116001,860
quick,117001,991
quick,118001,858
quick,119001,1073
quick,120001,913
quick,121001,1682
quick,122001,989
quick,123001,1037
quick,124001,1023
quick,125001,1039
quick,126001,875
quick,127001,945
quick,128001,908
quick,129001,1243
quick,130001,1000
quick,131001,1223
quick,132001,900
quick,133001,988
quick,134001,931
quick,135001,904
quick,136001,904
quick,137001,1103
quick,138001,908
quick,139001,913
quick,140001,1001
quick,141001,956
quick,142001,1060
quick,143001,926
quick,144001,1058
quick,145001,1149
quick,146001,955
quick,147001,1179
quick,148001,978
quick,149001,945
quick,150001,991
quick,151001,942
quick,152001,941
quick,153001,976
quick,154001,977
quick,155001,963
quick,156001,958
quick,157001,958
quick,158001,965
quick,159001,1122
quick,160001,975
quick,161001,968
quick,162001,1042
quick,163001,978
quick,164001,971
quick,165001,984
quick,166001,1044
quick,167001,993
quick,168001,1116
quick,169001,989
quick,170001,985
quick,171001,1249
quick,172001,1093
quick,173001,1026
quick,174001,1031
quick,175001,1005
quick,176001,1058
quick,177001,1082
quick,178001,1022
quick,179001,1069
quick,180001,1027
quick,181001,1022
quick,182001,1033
quick,183001,1032
quick,184001,1100
quick,185001,1031
quick,186001,1160
quick,187001,1043
quick,188001,1036
quick,189001,1041
quick,190001,1089
quick,191001,1050
quick,192001,1260
quick,193001,1055
quick,194001,1052
quick,195001,1059
quick,196001,1095
quick,197001,1067
quick,198001,1251
quick,199001,1189
quick,200001,1115
quick,201001,1074
quick,202001,1390
quick,203001,1234
quick,204001,1725
quick,205001,1084
quick,206001,1130
quick,207001,1420
quick,208001,1092
quick,209001,1091
quick,210001,2118
quick,211001,2035
quick,212001,1102
quick,213001,1199
quick,214001,1096
quick,215001,1114
quick,216001,1127
quick,217001,1115
quick,218001,1970
quick,219001,1676
quick,220001,1371
quick,221001,1427
quick,222001,1226
quick,223001,2490
quick,224001,1623
quick,225001,1547
quick,226001,1319
quick,227001,1347
quick,228001,1314
quick,229001,1410
quick,230001,2103
quick,231001,1507
quick,232001,1375
quick,233001,1735
quick,234001,2447
quick,235001,1802
quick,236001,1651
quick,237001,2217
